gender;SeniorCitizen;Partner;Dependents;tenure;PhoneService;MultipleLines;InternetService;OnlineSecurity;OnlineBackup;DeviceProtection;TechSupport;StreamingTV;StreamingMovies;Contract;PaperlessBilling;PaymentMethod;MonthlyCharges;TotalCharges;tenure_group;avg_charge_per_tenure;high_value_flag;service_density;y_true;y_prob;y_pred;Prediction_Type;Risk_Level;Estimated_Cost
Male;1;Yes;No;2;Yes;No;Fiber optic;No;No;Yes;No;Yes;Yes;Month-to-month;Yes;Credit card (automatic);95,50;181,65;0-6;90,83;0;3;0;0,89;1;FP;High;100
Female;0;No;No;5;Yes;Yes;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;Yes;Mailed check;93,90;486,85;0-6;97,37;0;2;1;0,90;1;TP;High;0
Female;0;Yes;Yes;72;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Bank transfer (automatic);25,10;1857,85;61-72;25,80;0;0;0;0,02;0;TN;Low;0
Male;0;Yes;No;51;Yes;Yes;Fiber optic;Yes;No;Yes;Yes;Yes;Yes;One year;Yes;Electronic check;111,55;5720,35;25-60;112,16;1;5;0;0,61;1;FP;Moderate;100
Male;1;No;No;5;Yes;Yes;Fiber optic;No;Yes;No;No;No;Yes;Month-to-month;Yes;Electronic check;89,80;502,60;0-6;100,52;0;2;1;0,93;1;TP;High;0
Male;1;No;No;35;Yes;Yes;Fiber optic;Yes;No;No;No;No;Yes;Month-to-month;No;Credit card (automatic);91,00;3180,50;25-60;90,87;1;2;0;0,63;1;FP;Moderate;100
Male;0;Yes;Yes;67;Yes;Yes;Fiber optic;Yes;Yes;No;Yes;No;No;One year;No;Electronic check;89,55;6038,55;61-72;90,13;0;3;0;0,34;0;TN;Low;0
Female;0;No;No;54;No;No phone service;DSL;Yes;No;No;Yes;No;Yes;One year;No;Bank transfer (automatic);44,10;2369,70;25-60;43,88;0;3;0;0,27;0;TN;Low;0
Male;1;Yes;No;33;Yes;Yes;Fiber optic;No;Yes;No;No;Yes;Yes;Month-to-month;Yes;Bank transfer (automatic);100,60;3270,25;25-60;99,10;1;3;0;0,78;1;FP;High;100
Male;0;No;No;3;Yes;No;Fiber optic;No;No;No;No;No;Yes;Month-to-month;Yes;Electronic check;80,35;253,80;0-6;84,60;0;1;0;0,95;1;FP;High;100
Female;0;Yes;Yes;37;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;Yes;Bank transfer (automatic);24,10;861,85;25-60;23,29;0;0;0;0,04;0;TN;Low;0
Female;0;No;No;10;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Mailed check;19,90;199,45;7-12;19,95;0;0;0;0,51;1;FP;Moderate;100
Male;0;Yes;Yes;72;Yes;Yes;Fiber optic;No;No;Yes;No;No;Yes;Two year;Yes;Credit card (automatic);90,80;6511,80;61-72;90,44;1;2;0;0,36;0;TN;Low;0
Male;0;No;No;62;Yes;No;DSL;No;Yes;Yes;Yes;Yes;Yes;Month-to-month;Yes;Bank transfer (automatic);80,40;4981,15;61-72;80,34;0;5;0;0,47;0;TN;Low;0
Male;0;No;Yes;71;Yes;Yes;Fiber optic;Yes;No;Yes;No;Yes;Yes;Two year;No;Bank transfer (automatic);106,70;7382,25;61-72;103,98;1;4;0;0,35;0;TN;Low;0
Male;0;Yes;Yes;71;Yes;Yes;DSL;Yes;Yes;No;Yes;No;No;One year;Yes;Credit card (automatic);66,85;4748,70;61-72;66,88;0;3;0;0,21;0;TN;Low;0
Female;0;Yes;No;72;Yes;Yes;Fiber optic;Yes;No;Yes;Yes;Yes;Yes;Two year;Yes;Credit card (automatic);110,15;7881,20;61-72;109,46;1;5;0;0,26;0;TN;Low;0
Male;1;Yes;No;23;Yes;No;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;90,45;2117,25;13-24;92,05;0;2;0;0,89;1;FP;High;100
Male;0;Yes;No;23;Yes;Yes;Fiber optic;Yes;Yes;Yes;No;Yes;No;Month-to-month;Yes;Electronic check;99,25;2186,40;13-24;95,06;0;4;1;0,73;1;TP;Moderate;0
Female;0;No;No;22;Yes;Yes;Fiber optic;No;No;No;No;Yes;No;Month-to-month;Yes;Bank transfer (automatic);84,15;1821,95;13-24;82,82;0;1;0;0,81;1;FP;High;100
Male;0;No;No;3;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;19,85;64,55;0-6;21,52;0;0;1;0,61;1;TP;Moderate;0
Male;0;No;Yes;6;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;26,35;184,05;0-6;30,68;0;0;0;0,51;1;FP;Moderate;100
Male;0;Yes;Yes;29;No;No phone service;DSL;Yes;Yes;Yes;Yes;No;Yes;One year;Yes;Credit card (automatic);55,35;1636,95;25-60;56,45;0;5;0;0,31;0;TN;Low;0
Male;0;No;No;31;Yes;No;Fiber optic;No;Yes;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;94,50;2979,20;25-60;96,10;1;3;0;0,87;1;FP;High;100
Female;1;Yes;No;55;Yes;Yes;DSL;No;No;No;No;No;No;Month-to-month;No;Bank transfer (automatic);51,65;2838,55;25-60;51,61;0;0;0;0,61;1;FP;Moderate;100
Female;1;No;No;1;Yes;Yes;Fiber optic;No;No;No;No;Yes;No;Month-to-month;Yes;Electronic check;85,70;85,70;0-6;85,70;0;1;1;0,95;1;TP;High;0
Female;1;Yes;No;66;Yes;Yes;DSL;No;Yes;Yes;No;Yes;No;One year;Yes;Bank transfer (automatic);70,85;4738,85;61-72;71,80;0;3;0;0,39;0;TN;Low;0
Female;0;Yes;Yes;52;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;Yes;Bank transfer (automatic);25,05;1270,25;25-60;24,43;0;0;0;0,04;0;TN;Low;0
Male;0;No;No;69;Yes;Yes;DSL;Yes;Yes;Yes;Yes;No;Yes;Two year;Yes;Credit card (automatic);81,50;5553,25;61-72;80,48;0;5;0;0,13;0;TN;Low;0
Male;0;Yes;Yes;72;Yes;Yes;Fiber optic;No;Yes;Yes;Yes;Yes;Yes;Two year;No;Credit card (automatic);110,90;7922,75;61-72;110,04;1;5;0;0,29;0;TN;Low;0
Male;0;No;No;66;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;One year;Yes;Bank transfer (automatic);114,30;7383,70;61-72;111,87;1;6;0;0,51;1;FP;Moderate;100
Female;0;Yes;No;25;Yes;No;Fiber optic;No;No;No;Yes;Yes;Yes;Month-to-month;Yes;Electronic check;95,15;2395,70;25-60;95,83;0;3;0;0,76;1;FP;High;100
Male;0;No;No;59;Yes;No;DSL;No;No;Yes;No;No;Yes;One year;Yes;Bank transfer (automatic);61,35;3645,50;25-60;61,79;0;2;0;0,43;0;TN;Low;0
Female;1;No;No;40;Yes;Yes;Fiber optic;No;No;Yes;Yes;Yes;Yes;One year;Yes;Credit card (automatic);103,75;4188,40;25-60;104,71;1;4;0;0,59;1;FP;Moderate;100
Female;1;No;No;3;Yes;No;DSL;No;No;No;No;No;No;Month-to-month;No;Electronic check;45,00;127,10;0-6;42,37;0;0;1;0,91;1;TP;High;0
Male;0;Yes;Yes;50;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check;24,95;1261,45;25-60;25,23;0;0;0;0,04;0;TN;Low;0
Male;0;Yes;No;44;Yes;No;DSL;No;Yes;Yes;Yes;Yes;No;One year;Yes;Electronic check;70,95;3250,45;25-60;73,87;0;4;0;0,40;0;TN;Low;0
Male;0;Yes;Yes;30;Yes;Yes;DSL;Yes;Yes;Yes;Yes;No;No;Month-to-month;No;Electronic check;67,60;2000,20;25-60;66,67;0;4;0;0,43;0;TN;Low;0
Female;0;Yes;Yes;1;No;No phone service;DSL;Yes;No;No;No;No;No;Month-to-month;No;Bank transfer (automatic);30,50;30,50;0-6;30,50;0;1;1;0,68;1;TP;Moderate;0
Male;0;No;No;3;Yes;No;DSL;Yes;No;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check;77,40;206,15;0-6;68,72;0;4;0;0,75;1;FP;Moderate;100
Female;0;Yes;Yes;7;No;No phone service;DSL;Yes;No;No;Yes;No;No;Month-to-month;No;Mailed check;34,65;246,60;7-12;35,23;0;2;0;0,49;0;TN;Low;0
Male;0;No;Yes;27;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Credit card (automatic);20,05;552,90;25-60;20,48;0;0;0;0,09;0;TN;Low;0
Male;0;Yes;Yes;32;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check;18,95;613,95;25-60;19,19;0;0;0;0,05;0;TN;Low;0
Male;0;Yes;No;66;Yes;Yes;DSL;Yes;Yes;No;Yes;Yes;Yes;Two year;No;Electronic check;85,25;5538,35;61-72;83,91;0;5;0;0,15;0;TN;Low;0
Female;0;Yes;No;50;Yes;Yes;DSL;No;No;Yes;No;Yes;Yes;One year;No;Bank transfer (automatic);75,70;3876,20;25-60;77,52;0;3;0;0,44;0;TN;Low;0
Female;0;No;No;65;Yes;Yes;Fiber optic;Yes;Yes;Yes;No;Yes;Yes;Month-to-month;Yes;Credit card (automatic);111,05;7107,00;61-72;109,34;1;5;0;0,58;1;FP;Moderate;100
Female;0;Yes;No;61;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Bank transfer (automatic);25,30;1554,90;61-72;25,49;0;0;0;0,04;0;TN;Low;0
Female;0;Yes;No;55;Yes;Yes;Fiber optic;No;Yes;No;No;No;No;Month-to-month;Yes;Credit card (automatic);77,75;4266,40;25-60;77,57;0;1;0;0,75;1;FP;Moderate;100
Female;1;Yes;No;13;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;70,15;916,75;13-24;70,52;0;0;1;0,91;1;TP;High;0
Female;0;No;No;5;No;No phone service;DSL;No;Yes;No;No;Yes;Yes;Month-to-month;Yes;Credit card (automatic);50,95;229,40;0-6;45,88;0;3;0;0,84;1;FP;High;100
Female;0;No;No;24;Yes;No;DSL;No;No;Yes;No;No;No;Month-to-month;Yes;Credit card (automatic);49,30;1233,25;13-24;51,39;0;1;0;0,68;1;FP;Moderate;100
Male;0;Yes;Yes;59;Yes;No;DSL;Yes;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Electronic check;86,75;5186,00;25-60;87,90;0;6;0;0,16;0;TN;Low;0
Female;0;Yes;Yes;15;Yes;No;DSL;No;Yes;Yes;Yes;Yes;Yes;Month-to-month;No;Bank transfer (automatic);76,50;1155,60;13-24;77,04;0;5;0;0,51;1;FP;Moderate;100
Male;1;Yes;Yes;35;Yes;No;DSL;No;Yes;No;Yes;Yes;Yes;Month-to-month;Yes;Electronic check;76,05;2747,20;25-60;78,49;0;4;0;0,55;1;FP;Moderate;100
Male;1;No;No;36;Yes;Yes;Fiber optic;Yes;No;No;No;Yes;No;Month-to-month;Yes;Electronic check;90,85;3186,70;25-60;88,52;1;2;1;0,74;1;TP;Moderate;0
Male;0;Yes;No;54;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check;104,30;5278,15;25-60;97,74;1;4;1;0,87;1;TP;High;0
Male;0;Yes;Yes;56;No;No phone service;DSL;No;Yes;Yes;No;No;No;One year;Yes;Credit card (automatic);36,10;1971,50;25-60;35,21;0;2;0;0,38;0;TN;Low;0
Female;0;No;No;27;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Mailed check;19,15;501,35;25-60;18,57;0;0;0;0,10;0;TN;Low;0
Male;0;No;No;3;Yes;No;DSL;Yes;No;No;No;No;No;Month-to-month;Yes;Mailed check;50,15;160,85;0-6;53,62;0;1;0;0,74;1;FP;Moderate;100
Male;0;No;No;27;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Credit card (automatic);19,85;470,00;25-60;17,41;0;0;0;0,07;0;TN;Low;0
Male;0;No;No;6;Yes;No;DSL;Yes;No;No;No;No;Yes;Month-to-month;Yes;Bank transfer (automatic);59,15;336,70;0-6;56,12;0;2;0;0,70;1;FP;Moderate;100
Female;0;No;No;3;No;No phone service;DSL;No;Yes;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;50,60;155,35;0-6;51,78;0;3;1;0,89;1;TP;High;0
Male;0;No;No;64;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check;19,55;1240,15;61-72;19,38;0;0;0;0,05;0;TN;Low;0
Male;0;Yes;No;20;Yes;No;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;Yes;Mailed check;89,00;1820,45;13-24;91,02;0;2;1;0,82;1;TP;High;0
Female;0;No;Yes;3;Yes;No;DSL;Yes;No;No;Yes;No;No;Month-to-month;Yes;Mailed check;55,10;154,65;0-6;51,55;0;2;1;0,61;1;TP;Moderate;0
Male;0;Yes;No;5;Yes;No;Fiber optic;No;No;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check;94,45;498,10;0-6;99,62;0;3;1;0,94;1;TP;High;0
Male;0;Yes;No;57;Yes;Yes;Fiber optic;No;No;Yes;Yes;Yes;Yes;Two year;No;Electronic check;107,95;5969,85;25-60;104,73;1;4;0;0,46;0;TN;Low;0
Male;0;No;No;72;Yes;Yes;DSL;No;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Bank transfer (automatic);88,60;6201,95;61-72;86,14;0;5;0;0,16;0;TN;Low;0
Male;0;No;No;1;Yes;Yes;Fiber optic;No;No;No;No;No;Yes;Month-to-month;Yes;Electronic check;86,60;86,60;0-6;86,60;0;1;1;0,95;1;TP;High;0
Female;0;Yes;Yes;37;Yes;Yes;Fiber optic;No;Yes;Yes;No;No;Yes;Month-to-month;Yes;Electronic check;95,15;3532,85;25-60;95,48;1;3;0;0,87;1;FP;High;100
Male;0;Yes;Yes;31;No;No phone service;DSL;Yes;No;Yes;Yes;Yes;Yes;One year;No;Electronic check;59,95;1848,80;25-60;59,64;0;5;0;0,37;0;TN;Low;0
Male;0;No;No;8;Yes;Yes;Fiber optic;No;Yes;No;No;Yes;Yes;Month-to-month;No;Electronic check;100,85;819,55;7-12;102,44;0;3;1;0,88;1;TP;High;0
Male;0;Yes;No;3;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Mailed check;23,60;89,05;0-6;29,68;0;0;0;0,57;1;FP;Moderate;100
Female;0;Yes;Yes;3;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;69,55;200,20;0-6;66,73;0;0;0;0,93;1;FP;High;100
Female;0;Yes;No;63;Yes;No;Fiber optic;No;Yes;No;No;Yes;Yes;One year;Yes;Electronic check;96,00;6109,75;61-72;96,98;1;3;0;0,65;1;FP;Moderate;100
Female;0;Yes;No;2;Yes;No;DSL;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;45,00;89,75;0-6;44,88;0;0;0;0,90;1;FP;High;100
Female;0;No;No;2;Yes;Yes;Fiber optic;No;No;Yes;No;No;No;Month-to-month;No;Mailed check;80,60;155,80;0-6;77,90;0;1;1;0,90;1;TP;High;0
Female;0;Yes;No;10;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Bank transfer (automatic);19,95;187,75;7-12;18,77;0;0;0;0,46;0;TN;Low;0
Female;0;Yes;Yes;16;Yes;No;DSL;Yes;Yes;No;Yes;No;Yes;Two year;No;Bank transfer (automatic);68,25;1114,85;13-24;69,68;0;4;0;0,17;0;TN;Low;0
Male;1;Yes;No;72;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;No;No;Two year;Yes;Bank transfer (automatic);93,05;6735,05;61-72;93,54;1;4;0;0,19;0;TN;Low;0
Female;0;Yes;No;58;Yes;Yes;DSL;No;Yes;No;Yes;No;No;Two year;Yes;Credit card (automatic);59,90;3505,10;25-60;60,43;0;2;0;0,17;0;TN;Low;0
Male;0;Yes;Yes;2;Yes;No;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;Yes;Bank transfer (automatic);89,55;185,55;0-6;92,78;0;2;1;0,90;1;TP;High;0
Male;0;Yes;No;41;Yes;Yes;DSL;No;No;Yes;No;Yes;Yes;One year;Yes;Electronic check;73,00;3001,20;25-60;73,20;0;3;1;0,51;1;TP;Moderate;0
Female;1;Yes;No;72;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;Yes;Credit card (automatic);25,70;1937,40;61-72;26,91;0;0;0;0,04;0;TN;Low;0
Male;1;No;No;64;Yes;Yes;Fiber optic;No;No;Yes;Yes;Yes;Yes;One year;No;Electronic check;102,10;6688,10;61-72;104,50;1;4;0;0,63;1;FP;Moderate;100
Female;0;No;No;5;Yes;No;DSL;Yes;No;No;Yes;No;No;Month-to-month;No;Electronic check;54,20;308,25;0-6;61,65;0;2;1;0,67;1;TP;Moderate;0
Male;0;Yes;Yes;23;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;Yes;Credit card (automatic);20,00;445,30;13-24;19,36;0;0;0;0,12;0;TN;Low;0
Female;1;No;No;2;Yes;No;Fiber optic;No;No;No;No;Yes;No;Month-to-month;No;Mailed check;81,50;162,55;0-6;81,28;0;1;0;0,90;1;FP;High;100
Female;0;Yes;No;64;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Credit card (automatic);19,45;1225,65;61-72;19,15;0;0;0;0,04;0;TN;Low;0
Male;1;No;No;5;No;No phone service;DSL;No;No;Yes;Yes;Yes;No;Month-to-month;No;Credit card (automatic);45,40;214,75;0-6;42,95;0;3;0;0,69;1;FP;Moderate;100
Female;0;No;No;5;Yes;Yes;DSL;No;Yes;No;No;No;Yes;Month-to-month;Yes;Electronic check;64,00;370,25;0-6;74,05;0;2;0;0,85;1;FP;High;100
Female;0;No;No;1;Yes;No;Fiber optic;No;Yes;No;No;Yes;No;Month-to-month;No;Electronic check;84,30;84,30;0-6;84,30;0;2;1;0,91;1;TP;High;0
Male;0;Yes;No;65;Yes;Yes;Fiber optic;No;Yes;No;No;Yes;No;Month-to-month;Yes;Bank transfer (automatic);91,85;5940,85;61-72;91,40;1;2;1;0,73;1;TP;Moderate;0
Male;0;Yes;Yes;8;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Credit card (automatic);19,65;169,75;7-12;21,22;0;0;0;0,44;0;TN;Low;0
Female;0;Yes;Yes;67;No;No phone service;DSL;Yes;Yes;Yes;Yes;Yes;No;Two year;No;Credit card (automatic);54,20;3623,95;61-72;54,09;0;5;0;0,08;0;TN;Low;0
Female;0;Yes;Yes;23;Yes;Yes;Fiber optic;Yes;No;No;No;No;No;One year;No;Credit card (automatic);81,85;1810,85;13-24;78,73;0;1;0;0,36;0;TN;Low;0
Male;0;No;No;12;Yes;Yes;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;96,05;1148,10;7-12;95,67;0;2;1;0,92;1;TP;High;0
Female;0;Yes;Yes;71;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Credit card (automatic);19,70;1415,85;61-72;19,94;0;0;0;0,03;0;TN;Low;0
Female;0;Yes;Yes;56;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;Yes;Credit card (automatic);19,80;1119,90;25-60;20,00;0;0;0;0,05;0;TN;Low;0
Female;0;No;No;3;Yes;Yes;DSL;No;No;No;Yes;Yes;No;Month-to-month;Yes;Electronic check;63,60;155,65;0-6;51,88;0;2;1;0,74;1;TP;Moderate;0
Female;0;Yes;Yes;72;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Bank transfer (automatic);25,20;1787,35;61-72;24,82;0;0;0;0,03;0;TN;Low;0
Male;0;No;Yes;10;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;Yes;Bank transfer (automatic);19,95;219,50;7-12;21,95;0;0;0;0,18;0;TN;Low;0
Female;1;No;No;40;Yes;No;Fiber optic;Yes;Yes;No;No;No;No;Month-to-month;Yes;Credit card (automatic);79,20;3233,85;25-60;80,85;0;2;1;0,61;1;TP;Moderate;0
Female;0;Yes;No;18;Yes;Yes;Fiber optic;No;No;No;Yes;Yes;No;Month-to-month;Yes;Electronic check;88,85;1594,75;13-24;88,60;0;2;0;0,76;1;FP;High;100
Female;0;No;No;1;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Electronic check;19,30;19,30;0-6;19,30;0;0;1;0,56;1;TP;Moderate;0
Female;0;No;No;9;No;No phone service;DSL;Yes;No;Yes;Yes;Yes;Yes;Month-to-month;No;Mailed check;58,50;539,85;7-12;59,98;0;5;1;0,52;1;TP;Moderate;0
Female;0;Yes;No;22;Yes;No;DSL;No;Yes;Yes;No;No;No;Month-to-month;Yes;Mailed check;54,70;1178,75;13-24;53,58;0;2;0;0,66;1;FP;Moderate;100
Female;0;Yes;No;43;Yes;Yes;DSL;Yes;Yes;No;Yes;Yes;Yes;Two year;No;Credit card (automatic);86,45;3574,50;25-60;83,13;0;5;0;0,17;0;TN;Low;0
Male;0;No;No;3;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Electronic check;20,50;76,95;0-6;25,65;0;0;0;0,55;1;FP;Moderate;100
Male;1;No;No;1;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;75,35;75,35;0-6;75,35;0;0;1;0,95;1;TP;High;0
Female;1;No;No;33;Yes;Yes;Fiber optic;No;Yes;Yes;Yes;Yes;Yes;Month-to-month;Yes;Electronic check;110,45;3655,45;25-60;110,77;1;5;1;0,72;1;TP;Moderate;0
Female;0;No;No;51;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Bank transfer (automatic);20,65;1020,75;25-60;20,01;0;0;0;0,06;0;TN;Low;0
Male;0;Yes;No;72;Yes;Yes;DSL;Yes;Yes;Yes;Yes;No;Yes;Two year;No;Credit card (automatic);79,55;5810,90;61-72;80,71;0;5;0;0,10;0;TN;Low;0
Female;0;No;No;61;Yes;Yes;DSL;Yes;Yes;Yes;Yes;Yes;Yes;Two year;No;Electronic check;89,65;5308,70;61-72;87,03;0;6;0;0,16;0;TN;Low;0
Female;0;Yes;No;71;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check;23,85;1672,10;61-72;23,55;0;0;0;0,03;0;TN;Low;0
Female;0;No;No;36;Yes;Yes;Fiber optic;No;Yes;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;99,15;3615,60;25-60;100,43;1;3;1;0,88;1;TP;High;0
Male;0;No;Yes;1;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;20,75;20,75;0-6;20,75;0;0;0;0,59;1;FP;Moderate;100
Female;0;No;No;29;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;74,20;1993,25;25-60;68,73;0;0;0;0,88;1;FP;High;100
Male;1;No;No;39;Yes;Yes;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;Yes;Bank transfer (automatic);95,65;3759,05;25-60;96,39;1;2;1;0,79;1;TP;High;0
Male;0;No;No;35;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Bank transfer (automatic);21,45;705,45;25-60;20,16;0;0;0;0,06;0;TN;Low;0
Male;0;Yes;Yes;60;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;Yes;Bank transfer (automatic);20,95;1270,55;25-60;21,18;0;0;0;0,05;0;TN;Low;0
Female;1;Yes;No;61;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;No;No;Month-to-month;Yes;Credit card (automatic);94,20;5895,45;61-72;96,65;1;4;0;0,47;0;TN;Low;0
Male;0;No;No;47;Yes;Yes;Fiber optic;Yes;Yes;No;No;Yes;No;One year;No;Bank transfer (automatic);94,80;4535,85;25-60;96,51;1;3;0;0,40;0;TN;Low;0
Female;0;No;No;9;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;76,85;663,55;7-12;73,73;0;0;0;0,92;1;FP;High;100
Female;0;No;No;12;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Electronic check;20,15;260,70;7-12;21,72;0;0;0;0,20;0;TN;Low;0
Female;0;No;No;27;Yes;No;Fiber optic;No;No;Yes;Yes;No;Yes;Month-to-month;Yes;Electronic check;89,20;2383,60;25-60;88,28;0;3;0;0,73;1;FP;Moderate;100
Male;0;No;No;4;Yes;No;DSL;No;No;No;No;No;Yes;Month-to-month;No;Electronic check;54,30;195,30;0-6;48,83;0;1;1;0,90;1;TP;High;0
Male;1;Yes;Yes;61;Yes;Yes;Fiber optic;No;Yes;No;No;Yes;Yes;One year;No;Electronic check;99,00;5969,30;61-72;97,86;1;3;0;0,63;1;FP;Moderate;100
Male;0;No;No;1;Yes;No;DSL;No;Yes;No;No;No;No;Month-to-month;Yes;Mailed check;50,15;50,15;0-6;50,15;0;1;0;0,86;1;FP;High;100
Male;0;No;Yes;1;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;19,25;19,25;0-6;19,25;0;0;1;0,53;1;TP;Moderate;0
Male;0;Yes;No;64;Yes;Yes;Fiber optic;Yes;Yes;Yes;No;No;No;One year;No;Bank transfer (automatic);89,45;5692,65;61-72;88,95;0;3;0;0,32;0;TN;Low;0
Female;0;No;No;39;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Credit card (automatic);20,70;762,45;25-60;19,55;0;0;0;0,06;0;TN;Low;0
Male;0;No;Yes;71;Yes;No;DSL;Yes;Yes;Yes;Yes;Yes;No;Two year;Yes;Credit card (automatic);76,90;5522,70;61-72;77,78;0;5;0;0,10;0;TN;Low;0
Male;0;Yes;Yes;37;No;No phone service;DSL;Yes;Yes;Yes;No;No;No;Month-to-month;No;Bank transfer (automatic);40,20;1448,80;25-60;39,16;0;3;1;0,44;0;FN;Low;2000
Male;0;No;No;2;Yes;No;Fiber optic;Yes;No;No;No;No;No;Month-to-month;Yes;Electronic check;75,70;189,20;0-6;94,60;0;1;1;0,80;1;TP;High;0
Male;1;Yes;No;38;No;No phone service;DSL;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;24,85;955,75;25-60;25,15;0;0;0;0,75;1;FP;Moderate;100
Female;0;No;No;38;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;Yes;Electronic check;24,25;914,40;25-60;24,06;0;0;0;0,17;0;TN;Low;0
